ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,y
1851-11-01,-0.13069182337360102,-0.29513263568160636,0.02860710325229559,-0.13069182337360102,-0.13069182337360102,-0.0030412217835742825,-0.0030412217835742825,-0.0030412217835742825,-0.0030412217835742825,-0.0030412217835742825,-0.0030412217835742825,0.0,0.0,0.0,-0.1337330451571753,-0.04
1851-12-01,-0.13087710693295532,-0.3081803725631888,0.03192357500207307,-0.13087710693295532,-0.13087710693295532,-0.002655794204474697,-0.002655794204474697,-0.002655794204474697,-0.002655794204474697,-0.002655794204474697,-0.002655794204474697,0.0,0.0,0.0,-0.13353290113743002,-0.02
1852-01-01,-0.13106856661095478,-0.3104153337993073,0.01337554005410848,-0.13106856661095478,-0.13106856661095478,-0.012778049623410176,-0.012778049623410176,-0.012778049623410176,-0.012778049623410176,-0.012778049623410176,-0.012778049623410176,0.0,0.0,0.0,-0.14384661623436495,-0.14
1852-02-01,-0.13126002628895422,-0.30453983314648675,0.018190313041588243,-0.13126002628895422,-0.13126002628895422,-0.007214198326752159,-0.007214198326752159,-0.007214198326752159,-0.007214198326752159,-0.007214198326752159,-0.007214198326752159,0.0,0.0,0.0,-0.13847422461570638,-0.07
1852-03-01,-0.13143913372966337,-0.32079727665722296,0.023244211039387036,-0.13143913372966337,-0.13143913372966337,-0.007505201610712285,-0.007505201610712285,-0.007505201610712285,-0.007505201610712285,-0.007505201610712285,-0.007505201610712285,0.0,0.0,0.0,-0.13894433534037565,-0.25
1852-04-01,-0.13163059340766284,-0.31175527525911884,0.004659349585463443,-0.13163059340766284,-0.13163059340766284,-0.02320258375613006,-0.02320258375613006,-0.02320258375613006,-0.02320258375613006,-0.02320258375613006,-0.02320258375613006,0.0,0.0,0.0,-0.1548331771637929,-0.36
1852-05-01,-0.13181587696701716,-0.28323531481410047,0.04981954964156617,-0.13181587696701716,-0.13181587696701716,0.007834929681438025,0.007834929681438025,0.007834929681438025,0.007834929681438025,0.007834929681438025,0.007834929681438025,0.0,0.0,0.0,-0.12398094728557914,0.01
1852-06-01,-0.1320073366450166,-0.283950744859044,0.041631531875799745,-0.1320073366450166,-0.1320073366450166,0.008538998217225723,0.008538998217225723,0.008538998217225723,0.008538998217225723,0.008538998217225723,0.008538998217225723,0.0,0.0,0.0,-0.12346833842779087,-0.06
1852-07-01,-0.1321926202043709,-0.2801939585851335,0.05840035584528354,-0.1321926202043709,-0.1321926202043709,0.01783638234943736,0.01783638234943736,0.01783638234943736,0.01783638234943736,0.01783638234943736,0.01783638234943736,0.0,0.0,0.0,-0.11435623785493354,-0.04
1852-08-01,-0.13238407988237033,-0.26800946432146916,0.05994553719314857,-0.13238407988237033,-0.13238407988237033,0.028992756111893444,0.028992756111893444,0.028992756111893444,0.028992756111893444,0.028992756111893444,0.028992756111893444,0.0,0.0,0.0,-0.10339132377047688,0.07
1852-09-01,-0.1325755395603698,-0.2688103935028791,0.05598555021873177,-0.1325755395603698,-0.1325755395603698,0.025388700653654343,0.025388700653654343,0.025388700653654343,0.025388700653654343,0.025388700653654343,0.025388700653654343,0.0,0.0,0.0,-0.10718683890671546,-0.01
1852-10-01,-0.13276082311972412,-0.3287233441743291,0.02149286442681656,-0.13276082311972412,-0.13276082311972412,-0.01114586211167892,-0.01114586211167892,-0.01114586211167892,-0.01114586211167892,-0.01114586211167892,-0.01114586211167892,0.0,0.0,0.0,-0.14390668523140304,-0.06
1852-11-01,-0.13295228279772356,-0.32179017783278285,0.029078255666814042,-0.13295228279772356,-0.13295228279772356,-0.014222123724964454,-0.014222123724964454,-0.014222123724964454,-0.014222123724964454,-0.014222123724964454,-0.014222123724964454,0.0,0.0,0.0,-0.147174406522688,-0.05
1852-12-01,-0.13313756635707785,-0.2983619516004046,0.04293950498253185,-0.13313756635707785,-0.13313756635707785,0.000698026499486358,0.000698026499486358,0.000698026499486358,0.000698026499486358,0.000698026499486358,0.000698026499486358,0.0,0.0,0.0,-0.1324395398575915,-0.08
1853-01-01,-0.13332902603507732,-0.3125963628831359,0.027586962360147592,-0.13332902603507732,-0.13332902603507732,-0.014021038001561882,-0.014021038001561882,-0.014021038001561882,-0.014021038001561882,-0.014021038001561882,-0.014021038001561882,0.0,0.0,0.0,-0.1473500640366392,-0.1
1853-02-01,-0.13352048571307676,-0.30550231141047995,0.03061914525840896,-0.13352048571307676,-0.13352048571307676,0.007851090635188717,0.007851090635188717,0.007851090635188717,0.007851090635188717,0.007851090635188717,0.007851090635188717,0.0,0.0,0.0,-0.12566939507788805,-0.14
1853-03-01,-0.1336934170351408,-0.31400699860574033,0.03205490357039322,-0.1336934170351408,-0.1336934170351408,-0.007569384950107886,-0.007569384950107886,-0.007569384950107886,-0.007569384950107886,-0.007569384950107886,-0.007569384950107886,0.0,0.0,0.0,-0.14126280198524868,-0.14
1853-04-01,-0.13388487671314023,-0.32087907425079093,0.02642770591597138,-0.13388487671314023,-0.13388487671314023,-0.018871835277189032,-0.018871835277189032,-0.018871835277189032,-0.018871835277189032,-0.018871835277189032,-0.018871835277189032,0.0,0.0,0.0,-0.15275671199032925,-0.17
1853-05-01,-0.13407016027249452,-0.28413058454226237,0.045432274545509375,-0.13407016027249452,-0.13407016027249452,0.008253454829636988,0.008253454829636988,0.008253454829636988,0.008253454829636988,0.008253454829636988,0.008253454829636988,0.0,0.0,0.0,-0.12581670544285753,-0.11
1853-06-01,-0.134261619950494,-0.3019844753171445,0.03510715973807925,-0.134261619950494,-0.134261619950494,0.00848373547745532,0.00848373547745532,0.00848373547745532,0.00848373547745532,0.00848373547745532,0.00848373547745532,0.0,0.0,0.0,-0.12577788447303867,-0.06
1853-07-01,-0.1344469035098483,-0.2859943013452726,0.03917314244199746,-0.1344469035098483,-0.1344469035098483,0.018077477211988494,0.018077477211988494,0.018077477211988494,0.018077477211988494,0.018077477211988494,0.018077477211988494,0.0,0.0,0.0,-0.11636942629785982,-0.01
1853-08-01,-0.13463836318784775,-0.2609753987492482,0.058940659759810644,-0.13463836318784775,-0.13463836318784775,0.025433097619394333,0.025433097619394333,0.025433097619394333,0.025433097619394333,0.025433097619394333,0.025433097619394333,0.0,0.0,0.0,-0.10920526556845342,-0.01
1853-09-01,-0.1348298228658472,-0.2832799394321626,0.05240245935788054,-0.1348298228658472,-0.1348298228658472,0.02248128737750222,0.02248128737750222,0.02248128737750222,0.02248128737750222,0.02248128737750222,0.02248128737750222,0.0,0.0,0.0,-0.11234853548834497,-0.11
1853-10-01,-0.13501510642520148,-0.31541760464441,0.029357361264803445,-0.13501510642520148,-0.13501510642520148,-0.007466154345866094,-0.007466154345866094,-0.007466154345866094,-0.007466154345866094,-0.007466154345866094,-0.007466154345866094,0.0,0.0,0.0,-0.14248126077106757,-0.15
1853-11-01,-0.13520656610320095,-0.316529080531302,0.01998856457321538,-0.13520656610320095,-0.13520656610320095,-0.010445718799143463,-0.010445718799143463,-0.010445718799143463,-0.010445718799143463,-0.010445718799143463,-0.010445718799143463,0.0,0.0,0.0,-0.14565228490234441,-0.13
1853-12-01,-0.13539184966255527,-0.30774362145666395,0.029474152354966445,-0.13539184966255527,-0.13539184966255527,-0.000326900649447448,-0.000326900649447448,-0.000326900649447448,-0.000326900649447448,-0.000326900649447448,-0.000326900649447448,0.0,0.0,0.0,-0.13571875031200273,-0.21
