actual,predicted
0.6,0.14335184398253598
0.6,0.12916029442976898
0.66,0.13319529924317713
0.77,0.1426169141539161
0.55,0.1370881876907883
0.75,0.11785182289065942
0.58,0.11427521246994482
0.67,0.09937839808076745
0.66,0.11995212808521223
0.66,0.12146528296299715
0.43,0.13637998010448246
0.48,0.13554751908334856
0.32,0.14610328546095303
0.44,0.14254267500881618
0.52,0.14258688350156545
0.61,0.13255227541717376
0.72,0.12912050266786426
0.49,0.1247887593099505
0.75,0.11643613768329328
0.62,0.11691812016606634
0.77,0.12291248182822924
0.7,0.12841726509615392
0.7,0.13898068401174837
0.67,0.13777922960497446
0.66,0.148549044822374
0.59,0.14138477509970168
0.73,0.14262824992476533
0.75,0.1391182700174807
0.78,0.13514685518976982
0.74,0.1258667551435107
0.63,0.11908923827482154
0.81,0.11435920264989693
0.67,0.12600893291962834
0.53,0.13539211605563342
0.52,0.14150429605909248
0.66,0.13996430702196944
0.55,0.1509310429638031
0.72,0.1402219325918704
0.69,0.14279648572138293
0.68,0.145774654237263
0.72,0.14110412149981283
0.78,0.1268537785744299
0.94,0.12166792999498123
0.73,0.11181020548460233
0.69,0.1292402667288826
0.81,0.14238404435459115
0.66,0.14394933663396065
0.58,0.14210293083126171
0.59,0.15325084918195858
0.58,0.13905929962919705
0.61,0.14309430444258664
0.61,0.1525159193533545
0.58,0.146987192890211
0.52,0.12775082809007593
0.29,0.12417421766936731
0.35,0.1092774032802061
0.74,0.1298511332846411
0.52,0.1313642881624344
0.52,0.14627898530391717
0.51,0.14544652428276644
0.57,0.15600229066039553
0.48,0.15244168020824045
0.63,0.1524858887009843
0.7,0.1424512806165955
0.71,0.13901950786731945
0.57,0.13468776450937073
0.67,0.12633514288274073
0.52,0.12681712536547024
0.54,0.13281148702764822
0.59,0.13831627029559926
0.62,0.14887968921116307
0.64,0.14767823480440134
0.72,0.1584480500218477
0.71,0.1512837802991167
0.74,0.1525272551241812
0.69,0.1490172752169192
0.81,0.14504586038919257
0.7,0.13576576034293455
0.75,0.1289882434742469
0.83,0.12425820784932937
0.9,0.1359079381190456
0.89,0.14529112125504595
0.79,0.15140330125851215
0.71,0.14986331222138455
0.66,0.16083004816321816
0.67,0.150120937791275
0.62,0.1526954909208091
0.68,0.15567365943670128
0.79,0.15100312669926783
0.52,0.13675278377385108
0.56,0.13156693519441556
0.51,0.12170921068401527
0.68,0.13913927192830003
0.65,0.15228304955402103
0.56,0.15384834183339668
0.63,0.15200193603069118
0.72,0.1631498543813538
0.7,0.14895830482864003
0.61,0.15299330964200675
0.71,0.1624149245528001
0.6,0.15688619808962517
0.61,0.13764983328950414
0.48,0.13407322286879791
0.54,0.11917640847961786
0.55,0.13975013848406498
0.75,0.14126329336184013
0.75,0.15617799050334188
0.67,0.15534552948220304
0.64,0.1659012958597986
0.65,0.16234068540766447
0.75,0.1623848939003964
0.79,0.15235028581601623
0.8,0.14891851306673629
0.56,0.1445867697087951
0.7,0.1362341480821802
0.62,0.13671613056488754
0.68,0.1427104922270753
0.58,0.14821527549500432
0.67,0.15877869441058767
0.68,0.15757724000383094
0.61,0.16834705522124704
0.7,0.16118278549855192
0.77,0.1624262603236223
0.68,0.15891628041634387
0.81,0.15494486558860712
0.72,0.14566476554235874
0.75,0.13888724867367067
0.57,0.1341572130487546
0.82,0.14580694331847982
0.85,0.15519012645446648
0.87,0.16130230645792978
0.73,0.1597623174208217
0.62,0.1707290533626647
0.83,0.1600199429907105
0.87,0.1625944961202361
0.82,0.1655726646361053
0.69,0.1609021318986927
0.79,0.14665178897328024
0.82,0.14146594039382243
0.89,0.13160821588345495
0.97,0.1490382771277387
0.81,0.16218205475345926
0.82,0.1637473470328149
0.88,0.161900941230108
0.77,0.17304885958079205
0.83,0.15885731002807957
0.91,0.16289231484143202
1.11,0.17231392975220416
1.06,0.16678520328904803
1.14,0.1475488384889234
1.23,0.1439722280682377
1.34,0.1290754136790262
1.35,0.14964914368349314
1.15,0.1511622985612773
1.0,0.16607699570274306
0.84,0.1652445346816113
0.86,0.17580030105923508
0.96,0.17223969060705843
0.92,0.17228389909982988
0.89,0.16224929101542093
0.95,0.15881751826616075
0.9,0.15448577490822193
1.06,0.146133153281587
1.12,0.1466151357643249
1.18,0.15260949742649013
0.98,0.15811428069446765
0.91,0.16867769961000623
0.77,0.16747624520324916
0.83,0.17824606042069052
0.89,0.1710817906979695
0.84,0.17232526552304234
0.92,0.1688152856157819
0.92,0.1648438707880013
0.99,0.15556377074177732
0.83,0.14878625387309335
0.89,0.1440562182481659
0.93,0.15570594851789166
0.9,0.16508913165389683
0.82,0.17120131165736868
0.76,0.16966132262024014
0.8,0.1806280585621
0.75,0.16991894819012848
0.81,0.1724935013196699
1.06,0.1754716698355464
0.84,0.17080113709810713
0.93,0.15655079417269924
0.92,0.15136494559324074
0.92,0.14150722108286928
1.16,0.15893728232716836
1.03,0.1720810599528657
0.9,0.1736463522322364
0.91,0.17179994642953444
0.91,0.18294786478019712
0.91,0.16875631522749676
0.97,0.17279132004085346
1.01,0.1822129349516422
0.99,0.17668420848850525
1.1,0.15744784368834291
1.14,0.15387123326765606
1.2,0.13897441887847
1.16,0.15954814888291724
1.14,0.1610613037607184
1.0,0.17597600090218865
0.93,0.1751435398810358
0.91,0.18569930625864584
0.9,0.1821386958065179
0.98,0.18218290429924047
0.91,0.17214829621486202
1.06,0.16871652346559382
0.84,0.1643847801076366
0.84,0.1560321584809901
0.66,0.15651414096374006
0.89,0.1625085026259248
0.8,0.16801328589384895
0.81,0.17857670480944665
0.86,0.17737525040266164
0.92,0.18814506562006675
0.84,0.1809807958973849
0.92,0.1822242707224464
1.0,0.17871429081518678
0.95,0.17474287598745053
0.87,0.16546277594120543
0.93,0.15868525907252762
0.92,0.15395522344760829
1.11,0.16560495371732006
0.9,0.17498813685327672
0.86,0.1811003168567677
0.9,0.17956032781967007
0.89,0.19052706376151188
0.93,0.17981795338954015
