,ds,y
1001,1933-06-01,-0.28
1002,1933-07-01,-0.21
1003,1933-08-01,-0.19
1004,1933-09-01,-0.26
1005,1933-10-01,-0.19
1006,1933-11-01,-0.27
1007,1933-12-01,-0.34
1008,1934-01-01,-0.25
1009,1934-02-01,-0.03
1010,1934-03-01,-0.3
1011,1934-04-01,-0.28
1012,1934-05-01,-0.07
1013,1934-06-01,-0.08
1014,1934-07-01,-0.09
1015,1934-08-01,-0.09
1016,1934-09-01,-0.11
1017,1934-10-01,-0.02
1018,1934-11-01,0.08
1019,1934-12-01,-0.01
1020,1935-01-01,-0.3
1021,1935-02-01,0.11
1022,1935-03-01,-0.13
1023,1935-04-01,-0.3
1024,1935-05-01,-0.24
1025,1935-06-01,-0.2
1026,1935-07-01,-0.15
1027,1935-08-01,-0.14
1028,1935-09-01,-0.13
1029,1935-10-01,-0.03
1030,1935-11-01,-0.22
1031,1935-12-01,-0.11
1032,1936-01-01,-0.3
1033,1936-02-01,-0.35
1034,1936-03-01,-0.2
1035,1936-04-01,-0.13
1036,1936-05-01,-0.08
1037,1936-06-01,-0.1
1038,1936-07-01,-0.05
1039,1936-08-01,-0.07
1040,1936-09-01,-0.08
1041,1936-10-01,-0.05
1042,1936-11-01,0.01
1043,1936-12-01,-0.1
1044,1937-01-01,-0.09
1045,1937-02-01,0.01
1046,1937-03-01,-0.18
1047,1937-04-01,-0.11
1048,1937-05-01,-0.02
1049,1937-06-01,0.03
1050,1937-07-01,0.02
1051,1937-08-01,0.06
1052,1937-09-01,0.15
1053,1937-10-01,0.11
1054,1937-11-01,0.13
1055,1937-12-01,0.03
1056,1938-01-01,0.07
1057,1938-02-01,0.03
1058,1938-03-01,0.05
1059,1938-04-01,0.07
1060,1938-05-01,-0.03
1061,1938-06-01,-0.09
1062,1938-07-01,-0.06
1063,1938-08-01,-0.03
1064,1938-09-01,0.06
1065,1938-10-01,0.12
1066,1938-11-01,0.08
1067,1938-12-01,-0.07
1068,1939-01-01,-0.09
1069,1939-02-01,-0.1
1070,1939-03-01,-0.15
1071,1939-04-01,-0.03
1072,1939-05-01,-0.01
1073,1939-06-01,-0.01
1074,1939-07-01,-0.02
1075,1939-08-01,0.02
1076,1939-09-01,-0.01
1077,1939-10-01,-0.01
1078,1939-11-01,0.07
1079,1939-12-01,0.47
1080,1940-01-01,0.08
1081,1940-02-01,0.08
1082,1940-03-01,0.14
1083,1940-04-01,0.21
1084,1940-05-01,0.16
1085,1940-06-01,0.12
1086,1940-07-01,0.15
1087,1940-08-01,0.11
1088,1940-09-01,0.18
1089,1940-10-01,0.15
1090,1940-11-01,0.17
1091,1940-12-01,0.33
1092,1941-01-01,0.22
1093,1941-02-01,0.33
1094,1941-03-01,0.11
1095,1941-04-01,0.23
1096,1941-05-01,0.21
1097,1941-06-01,0.16
1098,1941-07-01,0.22
1099,1941-08-01,0.21
1100,1941-09-01,0.09
1101,1941-10-01,0.36
1102,1941-11-01,0.27
1103,1941-12-01,0.25
1104,1942-01-01,0.31
1105,1942-02-01,0.06
1106,1942-03-01,0.08
1107,1942-04-01,0.14
1108,1942-05-01,0.15
1109,1942-06-01,0.1
1110,1942-07-01,0.1
1111,1942-08-01,-0.01
1112,1942-09-01,0.1
1113,1942-10-01,0.04
1114,1942-11-01,0.08
1115,1942-12-01,0.12
1116,1943-01-01,-0.03
1117,1943-02-01,0.12
1118,1943-03-01,-0.02
1119,1943-04-01,0.13
1120,1943-05-01,0.13
1121,1943-06-01,-0.02
1122,1943-07-01,0.06
1123,1943-08-01,0.02
1124,1943-09-01,0.08
1125,1943-10-01,0.25
1126,1943-11-01,0.23
1127,1943-12-01,0.24
1128,1944-01-01,0.31
1129,1944-02-01,0.25
1130,1944-03-01,0.3
1131,1944-04-01,0.21
1132,1944-05-01,0.23
1133,1944-06-01,0.24
1134,1944-07-01,0.2
1135,1944-08-01,0.18
1136,1944-09-01,0.32
1137,1944-10-01,0.29
1138,1944-11-01,0.13
1139,1944-12-01,0.16
1140,1945-01-01,0.18
1141,1945-02-01,0.06
1142,1945-03-01,0.09
1143,1945-04-01,0.25
1144,1945-05-01,0.12
1145,1945-06-01,0.11
1146,1945-07-01,0.11
1147,1945-08-01,0.29
1148,1945-09-01,0.22
1149,1945-10-01,0.18
1150,1945-11-01,0.1
1151,1945-12-01,-0.03
1152,1946-01-01,0.17
1153,1946-02-01,0.01
1154,1946-03-01,0.02
1155,1946-04-01,0.07
1156,1946-05-01,-0.02
1157,1946-06-01,-0.17
1158,1946-07-01,-0.11
1159,1946-08-01,-0.12
1160,1946-09-01,-0.06
1161,1946-10-01,-0.03
1162,1946-11-01,-0.02
1163,1946-12-01,-0.21
1164,1947-01-01,-0.03
1165,1947-02-01,-0.04
1166,1947-03-01,0.05
1167,1947-04-01,0.06
1168,1947-05-01,0.03
1169,1947-06-01,0.04
1170,1947-07-01,-0.01
1171,1947-08-01,-0.09
1172,1947-09-01,-0.11
1173,1947-10-01,0.06
1174,1947-11-01,-0.1
1175,1947-12-01,-0.05
1176,1948-01-01,0.02
1177,1948-02-01,-0.08
1178,1948-03-01,-0.21
1179,1948-04-01,-0.04
1180,1948-05-01,0.05
1181,1948-06-01,-0.02
1182,1948-07-01,-0.04
1183,1948-08-01,-0.05
1184,1948-09-01,-0.1
1185,1948-10-01,-0.05
1186,1948-11-01,-0.07
1187,1948-12-01,-0.19
1188,1949-01-01,0.06
1189,1949-02-01,-0.15
1190,1949-03-01,0.04
1191,1949-04-01,-0.05
1192,1949-05-01,-0.04
1193,1949-06-01,-0.16
1194,1949-07-01,-0.09
1195,1949-08-01,-0.05
1196,1949-09-01,-0.1
1197,1949-10-01,-0.04
1198,1949-11-01,-0.03
1199,1949-12-01,-0.1
1200,1950-01-01,-0.2
1201,1950-02-01,-0.26
1202,1950-03-01,-0.08
1203,1950-04-01,-0.16
1204,1950-05-01,-0.02
1205,1950-06-01,-0.02
1206,1950-07-01,-0.09
1207,1950-08-01,-0.09
1208,1950-09-01,-0.06
1209,1950-10-01,-0.15
1210,1950-11-01,-0.26
1211,1950-12-01,-0.12
1212,1951-01-01,-0.31
1213,1951-02-01,-0.37
1214,1951-03-01,-0.16
1215,1951-04-01,-0.09
1216,1951-05-01,0.05
1217,1951-06-01,0.04
1218,1951-07-01,0.1
1219,1951-08-01,0.11
1220,1951-09-01,0.17
1221,1951-10-01,0.13
1222,1951-11-01,0.03
1223,1951-12-01,0.21
1224,1952-01-01,0.14
1225,1952-02-01,0.11
1226,1952-03-01,-0.03
1227,1952-04-01,0.07
1228,1952-05-01,0.08
1229,1952-06-01,0.05
1230,1952-07-01,0.07
1231,1952-08-01,0.06
1232,1952-09-01,0.09
1233,1952-10-01,0.01
1234,1952-11-01,-0.08
1235,1952-12-01,0.05
1236,1953-01-01,0.07
1237,1953-02-01,0.15
1238,1953-03-01,0.14
1239,1953-04-01,0.26
1240,1953-05-01,0.2
1241,1953-06-01,0.21
1242,1953-07-01,0.09
1243,1953-08-01,0.1
1244,1953-09-01,0.07
1245,1953-10-01,0.13
1246,1953-11-01,0.04
1247,1953-12-01,0.07
1248,1954-01-01,-0.2
1249,1954-02-01,-0.06
1250,1954-03-01,-0.14
1251,1954-04-01,-0.08
1252,1954-05-01,-0.11
1253,1954-06-01,-0.06
1254,1954-07-01,-0.09
1255,1954-08-01,-0.05
1256,1954-09-01,-0.01
1257,1954-10-01,-0.01
1258,1954-11-01,0.09
1259,1954-12-01,-0.12
1260,1955-01-01,0.13
1261,1955-02-01,-0.17
1262,1955-03-01,-0.29
1263,1955-04-01,-0.2
1264,1955-05-01,-0.15
1265,1955-06-01,-0.08
1266,1955-07-01,-0.11
1267,1955-08-01,-0.02
1268,1955-09-01,-0.04
1269,1955-10-01,-0.09
1270,1955-11-01,-0.26
1271,1955-12-01,-0.27
1272,1956-01-01,-0.11
1273,1956-02-01,-0.17
1274,1956-03-01,-0.16
1275,1956-04-01,-0.25
1276,1956-05-01,-0.26
1277,1956-06-01,-0.16
1278,1956-07-01,-0.12
1279,1956-08-01,-0.19
1280,1956-09-01,-0.23
1281,1956-10-01,-0.22
1282,1956-11-01,-0.15
1283,1956-12-01,-0.02
1284,1957-01-01,-0.06
1285,1957-02-01,-0.09
1286,1957-03-01,-0.09
1287,1957-04-01,-0.05
1288,1957-05-01,0.06
1289,1957-06-01,0.15
1290,1957-07-01,0.01
1291,1957-08-01,0.26
1292,1957-09-01,0.17
1293,1957-10-01,0.09
1294,1957-11-01,0.08
1295,1957-12-01,0.18
1296,1958-01-01,0.35
1297,1958-02-01,0.26
1298,1958-03-01,0.12
1299,1958-04-01,0.06
1300,1958-05-01,0.1
1301,1958-06-01,-0.03
1302,1958-07-01,0.02
1303,1958-08-01,0.01
1304,1958-09-01,-0.03
1305,1958-10-01,0.04
1306,1958-11-01,0.03
1307,1958-12-01,0.08
1308,1959-01-01,0.07
1309,1959-02-01,0.1
1310,1959-03-01,0.19
1311,1959-04-01,0.17
1312,1959-05-01,0.04
1313,1959-06-01,0.11
1314,1959-07-01,0.08
1315,1959-08-01,0.04
1316,1959-09-01,0.1
1317,1959-10-01,-0.06
1318,1959-11-01,-0.03
1319,1959-12-01,0.02
1320,1960-01-01,0.05
1321,1960-02-01,0.11
1322,1960-03-01,-0.25
1323,1960-04-01,-0.09
1324,1960-05-01,-0.04
1325,1960-06-01,0.08
1326,1960-07-01,0.08
1327,1960-08-01,0.01
1328,1960-09-01,0.13
1329,1960-10-01,0.08
1330,1960-11-01,-0.11
1331,1960-12-01,0.26
1332,1961-01-01,0.14
1333,1961-02-01,0.17
1334,1961-03-01,0.1
1335,1961-04-01,0.21
1336,1961-05-01,0.04
1337,1961-06-01,0.1
1338,1961-07-01,0.05
1339,1961-08-01,0.05
1340,1961-09-01,0.08
1341,1961-10-01,-0.12
1342,1961-11-01,0.04
1343,1961-12-01,-0.09
1344,1962-01-01,0.08
1345,1962-02-01,0.11
1346,1962-03-01,0.16
1347,1962-04-01,-0.01
1348,1962-05-01,0.02
1349,1962-06-01,-0.06
1350,1962-07-01,0.1
1351,1962-08-01,0.07
1352,1962-09-01,-0.04
1353,1962-10-01,0.03
1354,1962-11-01,0.11
1355,1962-12-01,0.06
1356,1963-01-01,0.02
1357,1963-02-01,0.21
1358,1963-03-01,-0.13
1359,1963-04-01,0.01
1360,1963-05-01,-0.02
1361,1963-06-01,0.09
1362,1963-07-01,0.04
1363,1963-08-01,0.18
1364,1963-09-01,0.13
1365,1963-10-01,0.21
1366,1963-11-01,0.19
1367,1963-12-01,0.05
1368,1964-01-01,-0.08
1369,1964-02-01,-0.11
1370,1964-03-01,-0.15
1371,1964-04-01,-0.24
1372,1964-05-01,-0.15
1373,1964-06-01,-0.04
1374,1964-07-01,-0.01
1375,1964-08-01,-0.19
1376,1964-09-01,-0.15
1377,1964-10-01,-0.27
1378,1964-11-01,-0.2
1379,1964-12-01,-0.24
1380,1965-01-01,-0.08
1381,1965-02-01,-0.15
1382,1965-03-01,-0.11
1383,1965-04-01,-0.11
1384,1965-05-01,-0.19
1385,1965-06-01,-0.07
1386,1965-07-01,0.1
1387,1965-08-01,0.01
1388,1965-09-01,-0.07
1389,1965-10-01,0.01
1390,1965-11-01,0.03
1391,1965-12-01,-0.02
1392,1966-01-01,-0.14
1393,1966-02-01,-0.05
1394,1966-03-01,-0.03
1395,1966-04-01,-0.07
1396,1966-05-01,-0.1
1397,1966-06-01,0.11
1398,1966-07-01,0.09
1399,1966-08-01,-0.02
1400,1966-09-01,0.06
1401,1966-10-01,-0.14
1402,1966-11-01,0.01
1403,1966-12-01,0.01
1404,1967-01-01,-0.11
1405,1967-02-01,-0.15
1406,1967-03-01,0.05
1407,1967-04-01,0.1
1408,1967-05-01,0.21
1409,1967-06-01,0.02
1410,1967-07-01,-0.02
1411,1967-08-01,0.09
1412,1967-09-01,-0.04
1413,1967-10-01,0.12
1414,1967-11-01,-0.04
1415,1967-12-01,0.04
1416,1968-01-01,-0.18
1417,1968-02-01,-0.1
1418,1968-03-01,0.17
1419,1968-04-01,-0.04
1420,1968-05-01,-0.17
1421,1968-06-01,-0.13
1422,1968-07-01,-0.05
1423,1968-08-01,-0.03
1424,1968-09-01,-0.11
1425,1968-10-01,0.04
1426,1968-11-01,-0.05
1427,1968-12-01,-0.07
1428,1969-01-01,-0.08
1429,1969-02-01,-0.11
1430,1969-03-01,0.08
1431,1969-04-01,0.11
1432,1969-05-01,0.18
1433,1969-06-01,0.1
1434,1969-07-01,0.1
1435,1969-08-01,0.1
1436,1969-09-01,0.14
1437,1969-10-01,0.1
1438,1969-11-01,0.15
1439,1969-12-01,0.32
1440,1970-01-01,0.15
1441,1970-02-01,0.21
1442,1970-03-01,0.07
1443,1970-04-01,0.09
1444,1970-05-01,0.05
1445,1970-06-01,0.05
1446,1970-07-01,0.03
1447,1970-08-01,0.03
1448,1970-09-01,0.06
1449,1970-10-01,-0.03
1450,1970-11-01,0.04
1451,1970-12-01,-0.1
1452,1971-01-01,-0.02
1453,1971-02-01,-0.15
1454,1971-03-01,-0.09
1455,1971-04-01,-0.09
1456,1971-05-01,-0.03
1457,1971-06-01,-0.06
1458,1971-07-01,0.1
1459,1971-08-01,-0.02
1460,1971-09-01,0.01
1461,1971-10-01,-0.07
1462,1971-11-01,-0.05
1463,1971-12-01,-0.05
1464,1972-01-01,-0.24
1465,1972-02-01,-0.16
1466,1972-03-01,0.06
1467,1972-04-01,0.05
1468,1972-05-01,0.01
1469,1972-06-01,0.08
1470,1972-07-01,0.06
1471,1972-08-01,0.09
1472,1972-09-01,0.03
1473,1972-10-01,0.12
1474,1972-11-01,0.06
1475,1972-12-01,0.14
1476,1973-01-01,0.34
1477,1973-02-01,0.38
1478,1973-03-01,0.35
1479,1973-04-01,0.28
1480,1973-05-01,0.24
1481,1973-06-01,0.25
1482,1973-07-01,0.15
1483,1973-08-01,0.13
1484,1973-09-01,0.11
1485,1973-10-01,0.06
1486,1973-11-01,0.02
1487,1973-12-01,0.05
1488,1974-01-01,-0.08
1489,1974-02-01,-0.24
1490,1974-03-01,-0.01
1491,1974-04-01,-0.06
1492,1974-05-01,-0.02
1493,1974-06-01,-0.05
1494,1974-07-01,0.04
1495,1974-08-01,0.05
1496,1974-09-01,-0.02
1497,1974-10-01,-0.06
1498,1974-11-01,-0.09
1499,1974-12-01,-0.06
1500,1975-01-01,0.06
1501,1975-02-01,0.08
1502,1975-03-01,0.11
1503,1975-04-01,0.11
1504,1975-05-01,0.08
1505,1975-06-01,0.06
1506,1975-07-01,0.04
1507,1975-08-01,-0.02
1508,1975-09-01,0.04
1509,1975-10-01,-0.12
1510,1975-11-01,-0.17
1511,1975-12-01,-0.1
1512,1976-01-01,-0.01
1513,1976-02-01,-0.08
1514,1976-03-01,-0.13
1515,1976-04-01,0.04
1516,1976-05-01,-0.11
1517,1976-06-01,-0.05
1518,1976-07-01,-0.03
1519,1976-08-01,0.01
1520,1976-09-01,0.03
1521,1976-10-01,-0.16
1522,1976-11-01,-0.03
1523,1976-12-01,0.12
1524,1977-01-01,0.2
1525,1977-02-01,0.22
1526,1977-03-01,0.25
1527,1977-04-01,0.28
1528,1977-05-01,0.28
1529,1977-06-01,0.26
1530,1977-07-01,0.18
1531,1977-08-01,0.16
1532,1977-09-01,0.2
1533,1977-10-01,0.12
1534,1977-11-01,0.23
1535,1977-12-01,0.11
1536,1978-01-01,0.15
1537,1978-02-01,0.15
1538,1978-03-01,0.23
1539,1978-04-01,0.14
1540,1978-05-01,0.1
1541,1978-06-01,0.05
1542,1978-07-01,0.06
1543,1978-08-01,-0.1
1544,1978-09-01,0.1
1545,1978-10-01,0.07
1546,1978-11-01,0.21
1547,1978-12-01,0.12
1548,1979-01-01,0.14
1549,1979-02-01,-0.06
1550,1979-03-01,0.2
1551,1979-04-01,0.1
1552,1979-05-01,0.18
1553,1979-06-01,0.23
1554,1979-07-01,0.23
1555,1979-08-01,0.25
1556,1979-09-01,0.28
1557,1979-10-01,0.31
1558,1979-11-01,0.31
1559,1979-12-01,0.5
1560,1980-01-01,0.35
1561,1980-02-01,0.43
1562,1980-03-01,0.32
1563,1980-04-01,0.33
1564,1980-05-01,0.38
1565,1980-06-01,0.28
1566,1980-07-01,0.27
1567,1980-08-01,0.22
1568,1980-09-01,0.2
1569,1980-10-01,0.2
1570,1980-11-01,0.27
1571,1980-12-01,0.23
1572,1981-01-01,0.55
1573,1981-02-01,0.43
1574,1981-03-01,0.45
1575,1981-04-01,0.38
1576,1981-05-01,0.31
1577,1981-06-01,0.34
1578,1981-07-01,0.27
1579,1981-08-01,0.26
1580,1981-09-01,0.23
1581,1981-10-01,0.25
1582,1981-11-01,0.31
1583,1981-12-01,0.45
1584,1982-01-01,0.11
1585,1982-02-01,0.21
1586,1982-03-01,0.12
1587,1982-04-01,0.21
1588,1982-05-01,0.18
1589,1982-06-01,0.16
1590,1982-07-01,0.18
1591,1982-08-01,0.15
1592,1982-09-01,0.23
1593,1982-10-01,0.18
1594,1982-11-01,0.13
1595,1982-12-01,0.41
1596,1983-01-01,0.51
1597,1983-02-01,0.46
1598,1983-03-01,0.44
1599,1983-04-01,0.25
1600,1983-05-01,0.29
1601,1983-06-01,0.31
1602,1983-07-01,0.31
1603,1983-08-01,0.36
1604,1983-09-01,0.34
1605,1983-10-01,0.23
1606,1983-11-01,0.37
1607,1983-12-01,0.27
1608,1984-01-01,0.31
1609,1984-02-01,0.22
1610,1984-03-01,0.28
1611,1984-04-01,0.13
1612,1984-05-01,0.32
1613,1984-06-01,0.17
1614,1984-07-01,0.16
1615,1984-08-01,0.19
1616,1984-09-01,0.2
1617,1984-10-01,0.2
1618,1984-11-01,0.11
1619,1984-12-01,0.06
1620,1985-01-01,0.29
1621,1985-02-01,0.08
1622,1985-03-01,0.25
1623,1985-04-01,0.12
1624,1985-05-01,0.22
1625,1985-06-01,0.16
1626,1985-07-01,0.1
1627,1985-08-01,0.15
1628,1985-09-01,0.16
1629,1985-10-01,0.16
1630,1985-11-01,0.14
1631,1985-12-01,0.17
1632,1986-01-01,0.23
1633,1986-02-01,0.38
1634,1986-03-01,0.33
1635,1986-04-01,0.27
1636,1986-05-01,0.35
1637,1986-06-01,0.22
1638,1986-07-01,0.13
1639,1986-08-01,0.15
1640,1986-09-01,0.04
1641,1986-10-01,0.18
1642,1986-11-01,0.13
1643,1986-12-01,0.17
1644,1987-01-01,0.3
1645,1987-02-01,0.36
1646,1987-03-01,0.15
1647,1987-04-01,0.21
1648,1987-05-01,0.33
1649,1987-06-01,0.4
1650,1987-07-01,0.46
1651,1987-08-01,0.34
1652,1987-09-01,0.4
1653,1987-10-01,0.35
1654,1987-11-01,0.26
1655,1987-12-01,0.48
1656,1988-01-01,0.54
1657,1988-02-01,0.46
1658,1988-03-01,0.46
1659,1988-04-01,0.46
1660,1988-05-01,0.48
1661,1988-06-01,0.41
1662,1988-07-01,0.39
1663,1988-08-01,0.51
1664,1988-09-01,0.41
1665,1988-10-01,0.4
1666,1988-11-01,0.16
1667,1988-12-01,0.32
1668,1989-01-01,0.12
1669,1989-02-01,0.33
1670,1989-03-01,0.36
1671,1989-04-01,0.4
1672,1989-05-01,0.24
1673,1989-06-01,0.1
1674,1989-07-01,0.33
1675,1989-08-01,0.32
1676,1989-09-01,0.4
1677,1989-10-01,0.35
1678,1989-11-01,0.19
1679,1989-12-01,0.4
1680,1990-01-01,0.4
1681,1990-02-01,0.38
1682,1990-03-01,0.78
1683,1990-04-01,0.62
1684,1990-05-01,0.51
1685,1990-06-01,0.42
1686,1990-07-01,0.36
1687,1990-08-01,0.38
1688,1990-09-01,0.3
1689,1990-10-01,0.41
1690,1990-11-01,0.42
1691,1990-12-01,0.41
1692,1991-01-01,0.42
1693,1991-02-01,0.52
1694,1991-03-01,0.38
1695,1991-04-01,0.59
1696,1991-05-01,0.44
1697,1991-06-01,0.56
1698,1991-07-01,0.41
1699,1991-08-01,0.37
1700,1991-09-01,0.39
1701,1991-10-01,0.33
1702,1991-11-01,0.31
1703,1991-12-01,0.32
1704,1992-01-01,0.44
1705,1992-02-01,0.42
1706,1992-03-01,0.46
1707,1992-04-01,0.24
1708,1992-05-01,0.37
1709,1992-06-01,0.28
1710,1992-07-01,0.13
1711,1992-08-01,0.11
1712,1992-09-01,0.06
1713,1992-10-01,0.02
1714,1992-11-01,0.05
1715,1992-12-01,0.22
1716,1993-01-01,0.34
1717,1993-02-01,0.39
1718,1993-03-01,0.38
1719,1993-04-01,0.36
1720,1993-05-01,0.31
1721,1993-06-01,0.32
1722,1993-07-01,0.31
1723,1993-08-01,0.11
1724,1993-09-01,0.21
1725,1993-10-01,0.22
1726,1993-11-01,0.1
1727,1993-12-01,0.18
1728,1994-01-01,0.22
1729,1994-02-01,0.06
1730,1994-03-01,0.3
1731,1994-04-01,0.41
1732,1994-05-01,0.32
1733,1994-06-01,0.43
1734,1994-07-01,0.32
1735,1994-08-01,0.26
1736,1994-09-01,0.27
1737,1994-10-01,0.45
1738,1994-11-01,0.42
1739,1994-12-01,0.4
1740,1995-01-01,0.55
1741,1995-02-01,0.77
1742,1995-03-01,0.49
1743,1995-04-01,0.51
1744,1995-05-01,0.32
1745,1995-06-01,0.5
1746,1995-07-01,0.44
1747,1995-08-01,0.5
1748,1995-09-01,0.44
1749,1995-10-01,0.44
1750,1995-11-01,0.48
1751,1995-12-01,0.32
1752,1996-01-01,0.28
1753,1996-02-01,0.49
1754,1996-03-01,0.37
1755,1996-04-01,0.37
1756,1996-05-01,0.34
1757,1996-06-01,0.37
1758,1996-07-01,0.35
1759,1996-08-01,0.44
1760,1996-09-01,0.27
1761,1996-10-01,0.17
1762,1996-11-01,0.44
1763,1996-12-01,0.38
1764,1997-01-01,0.3
1765,1997-02-01,0.39
1766,1997-03-01,0.52
1767,1997-04-01,0.41
1768,1997-05-01,0.42
1769,1997-06-01,0.57
1770,1997-07-01,0.42
1771,1997-08-01,0.47
1772,1997-09-01,0.59
1773,1997-10-01,0.68
1774,1997-11-01,0.65
1775,1997-12-01,0.59
1776,1998-01-01,0.58
1777,1998-02-01,0.83
1778,1998-03-01,0.68
1779,1998-04-01,0.7
1780,1998-05-01,0.69
1781,1998-06-01,0.76
1782,1998-07-01,0.7
1783,1998-08-01,0.68
1784,1998-09-01,0.48
1785,1998-10-01,0.44
1786,1998-11-01,0.45
1787,1998-12-01,0.59
1788,1999-01-01,0.49
1789,1999-02-01,0.63
1790,1999-03-01,0.39
1791,1999-04-01,0.37
1792,1999-05-01,0.34
1793,1999-06-01,0.38
1794,1999-07-01,0.41
1795,1999-08-01,0.33
1796,1999-09-01,0.46
1797,1999-10-01,0.37
1798,1999-11-01,0.38
1799,1999-12-01,0.47
1800,2000-01-01,0.34
1801,2000-02-01,0.57
1802,2000-03-01,0.59
1803,2000-04-01,0.61
1804,2000-05-01,0.39
1805,2000-06-01,0.37
1806,2000-07-01,0.41
1807,2000-08-01,0.46
1808,2000-09-01,0.43
1809,2000-10-01,0.33
1810,2000-11-01,0.33
1811,2000-12-01,0.31
1812,2001-01-01,0.44
1813,2001-02-01,0.46
1814,2001-03-01,0.57
1815,2001-04-01,0.56
1816,2001-05-01,0.58
1817,2001-06-01,0.55
1818,2001-07-01,0.62
1819,2001-08-01,0.48
1820,2001-09-01,0.58
1821,2001-10-01,0.47
1822,2001-11-01,0.71
1823,2001-12-01,0.63
1824,2002-01-01,0.68
1825,2002-02-01,0.7
1826,2002-03-01,0.86
1827,2002-04-01,0.56
1828,2002-05-01,0.66
1829,2002-06-01,0.54
1830,2002-07-01,0.59
1831,2002-08-01,0.53
1832,2002-09-01,0.66
1833,2002-10-01,0.56
1834,2002-11-01,0.62
1835,2002-12-01,0.5
1836,2003-01-01,0.71
1837,2003-02-01,0.57
1838,2003-03-01,0.61
1839,2003-04-01,0.61
1840,2003-05-01,0.64
1841,2003-06-01,0.52
1842,2003-07-01,0.6
1843,2003-08-01,0.6
1844,2003-09-01,0.66
1845,2003-10-01,0.77
1846,2003-11-01,0.55
1847,2003-12-01,0.75
1848,2004-01-01,0.58
1849,2004-02-01,0.67
1850,2004-03-01,0.66
1851,2004-04-01,0.66
1852,2004-05-01,0.43
1853,2004-06-01,0.48
1854,2004-07-01,0.32
1855,2004-08-01,0.44
1856,2004-09-01,0.52
1857,2004-10-01,0.61
1858,2004-11-01,0.72
1859,2004-12-01,0.49
1860,2005-01-01,0.75
1861,2005-02-01,0.62
1862,2005-03-01,0.77
1863,2005-04-01,0.7
1864,2005-05-01,0.7
1865,2005-06-01,0.67
1866,2005-07-01,0.66
1867,2005-08-01,0.59
1868,2005-09-01,0.73
1869,2005-10-01,0.75
1870,2005-11-01,0.78
1871,2005-12-01,0.74
1872,2006-01-01,0.63
1873,2006-02-01,0.81
1874,2006-03-01,0.67
1875,2006-04-01,0.53
1876,2006-05-01,0.52
1877,2006-06-01,0.66
1878,2006-07-01,0.55
1879,2006-08-01,0.72
1880,2006-09-01,0.69
1881,2006-10-01,0.68
1882,2006-11-01,0.72
1883,2006-12-01,0.78
1884,2007-01-01,0.94
1885,2007-02-01,0.73
1886,2007-03-01,0.69
1887,2007-04-01,0.81
1888,2007-05-01,0.66
1889,2007-06-01,0.58
1890,2007-07-01,0.59
1891,2007-08-01,0.58
1892,2007-09-01,0.61
1893,2007-10-01,0.61
1894,2007-11-01,0.58
1895,2007-12-01,0.52
1896,2008-01-01,0.29
1897,2008-02-01,0.35
1898,2008-03-01,0.74
1899,2008-04-01,0.52
1900,2008-05-01,0.52
1901,2008-06-01,0.51
1902,2008-07-01,0.57
1903,2008-08-01,0.48
1904,2008-09-01,0.63
1905,2008-10-01,0.7
1906,2008-11-01,0.71
1907,2008-12-01,0.57
1908,2009-01-01,0.67
1909,2009-02-01,0.52
1910,2009-03-01,0.54
1911,2009-04-01,0.59
1912,2009-05-01,0.62
1913,2009-06-01,0.64
1914,2009-07-01,0.72
1915,2009-08-01,0.71
1916,2009-09-01,0.74
1917,2009-10-01,0.69
1918,2009-11-01,0.81
1919,2009-12-01,0.7
1920,2010-01-01,0.75
1921,2010-02-01,0.83
1922,2010-03-01,0.9
1923,2010-04-01,0.89
1924,2010-05-01,0.79
1925,2010-06-01,0.71
1926,2010-07-01,0.66
1927,2010-08-01,0.67
1928,2010-09-01,0.62
1929,2010-10-01,0.68
1930,2010-11-01,0.79
1931,2010-12-01,0.52
1932,2011-01-01,0.56
1933,2011-02-01,0.51
1934,2011-03-01,0.68
1935,2011-04-01,0.65
1936,2011-05-01,0.56
1937,2011-06-01,0.63
1938,2011-07-01,0.72
1939,2011-08-01,0.7
1940,2011-09-01,0.61
1941,2011-10-01,0.71
1942,2011-11-01,0.6
1943,2011-12-01,0.61
1944,2012-01-01,0.48
1945,2012-02-01,0.54
1946,2012-03-01,0.55
1947,2012-04-01,0.75
1948,2012-05-01,0.75
1949,2012-06-01,0.67
1950,2012-07-01,0.64
1951,2012-08-01,0.65
1952,2012-09-01,0.75
1953,2012-10-01,0.79
1954,2012-11-01,0.8
1955,2012-12-01,0.56
1956,2013-01-01,0.7
1957,2013-02-01,0.62
1958,2013-03-01,0.68
1959,2013-04-01,0.58
1960,2013-05-01,0.67
1961,2013-06-01,0.68
1962,2013-07-01,0.61
1963,2013-08-01,0.7
1964,2013-09-01,0.77
1965,2013-10-01,0.68
1966,2013-11-01,0.81
1967,2013-12-01,0.72
1968,2014-01-01,0.75
1969,2014-02-01,0.57
1970,2014-03-01,0.82
1971,2014-04-01,0.85
1972,2014-05-01,0.87
1973,2014-06-01,0.73
1974,2014-07-01,0.62
1975,2014-08-01,0.83
1976,2014-09-01,0.87
1977,2014-10-01,0.82
1978,2014-11-01,0.69
1979,2014-12-01,0.79
1980,2015-01-01,0.82
1981,2015-02-01,0.89
